LMED,FMR,IPOV,BEDRMS,BUILT,STATUS,TYPE,VALUE,VACANCY,TENURE,NUNITS,ROOMS,WEIGHT,PER,ZINC2,ZADEQ,ZSMHC,STRUCTURETYPE,OWNRENT,TOTSAL,ASSISTED,GLMED,GL30,GL50,GL80,APLMED,ABL30,ABL50,ABL80,ABLMED,BURDEN,INCRELAMIPCT,INCRELAMICAT,INCRELPOVPCT,INCRELPOVCAT,INCRELFMRPCT,INCRELFMRCAT,COSTMedRELAMIPCT,COSTMedRELAMICAT,COSTMedRELPOVPCT,COSTMedRELPOVCAT,COSTMedRELFMRPCT,COSTMedRELFMRCAT,FMTZADEQ,FMTMETRO3,FMTBUILT,FMTSTRUCTURETYPE,FMTBEDRMS,FMTOWNRENT,FMTCOSTMEDRELPOVCAT,FMTINCRELPOVCAT,FMTCOSTMEDRELFMRCAT,FMTINCRELFMRCAT,FMTCOSTMEDRELAMICAT,FMTINCRELAMICAT,FMTASSISTED,FMTBURDEN,FMTREGION,FMTSTATUS
64362,1077,15492,3,1985,'1',1,200000,-6,'1',1,9,2674.133383,2,135000,'1',1459,1,'1',87000,-9,64362,15429,25701,41108,51489.6,20057.7,33411.3,53440.4,66936.48,0.129688889,262.1888692,7,871.4175058,4,313.3704735,3,89.89817756,5,388.4241908,4,139.6812341,3,'1 Adequate','Central City','1980-1989','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','5 80 - 100% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
63226,1473,30868,5,2005,'1',1,-6,-6,'2',1,9,2644.461278,6,94974,'1',2041,1,'2',95000,0,63226,22530,37547,60033,73342.16,24860.68966,41431.17241,66243.31035,80929.28,0.257881104,129.4944136,7,307.6778541,4,161.191446,3,100.8781988,6,264.4810159,4,138.5607604,3,'1 Adequate','Central City','2000-2009','1 Single Family','4 4BR+','2 Renter','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','6 100 - 120% AMI','7 120% AMI +','0 Not Assisted','1 Less than 30%','West','-5'
69500,975,13948,2,2008,'1',1,530000,-6,'1',1,7,1556.604415,2,83600,'1',1095,1,'1',0,-9,69500,16967,28277,44745,55600,19087.875,31811.625,50338.125,62550,0.157177034,150.3597122,7,599.3690852,4,214.3589744,3,229.6171976,7,1029.721517,4,368.2706593,3,'1 Adequate','-5','2000-2009','1 Single Family','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','West','-5'
62066,1058,15470,3,2005,'1',1,280000,-6,'1',1,5,1832.854557,2,92100,'1',499,1,'1',87000,-9,62066,15049,25050,40074,49652.8,19563.7,32565,52096.2,64548.64,0.065016287,185.4880289,7,595.3458306,4,217.6275992,3,117.2560918,6,489.2515356,4,178.8450202,3,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','6 100 - 120% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
62066,1249,34681,4,2008,'1',1,280000,-6,'1',1,8,2013.080544,7,99974,'1',1915,1,'1',100000,-9,62066,23306,38835,62116,76961.84,21802.3871,36329.51613,58108.51613,71996.56,0.229859764,129.9007404,7,288.267351,4,200.1080865,3,115.3118231,6,239.3833681,4,166.174031,3,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','6 100 - 120% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
79659,976,12019,2,2004,'1',1,-6,-6,'2',24,5,2380.656956,1,37987,'1',1090,4,'2',38000,0,79659,17150,28577,43494,55761.3,22050,36741.85714,55920.85714,71693.1,0.344328323,68.12430844,4,316.0579083,4,97.30276639,2,60.81477855,3,362.758965,4,111.6803279,3,'1 Adequate','Central City','2000-2009','4 20-49 units','2 2BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','2 50.1 - 100% FMR','3 50 - 60% AMI','4 60 - 80% AMI','0 Not Assisted','2 30% to 50%','West','-5'
79659,976,18652,2,2004,'1',1,-6,-6,'2',12,4,2952.414201,3,20974,'1',1084,3,'2',21000,1,79659,22064,36759,55922,71693.1,22064,36759,55922,71693.1,0.620196434,29.25525609,1,112.4490671,2,53.72438525,2,60.4800183,3,232.468368,4,111.0655738,3,'1 Adequate','Central City','2000-2009','3 5-19 units','2 2BR','2 Renter','4 200%+ Poverty','2 100-150% Poverty','3 GT FMR','2 50.1 - 100% FMR','3 50 - 60% AMI','1 LTE 30% AMI','1 Assisted','3 50% or More','West','-5'
79659,976,11096,2,2004,'1',1,-6,-6,'2',36,5,2150.45199,1,14880,'1',699,4,'2',0,1,79659,17150,28577,43494,55761.3,22050,36741.85714,55920.85714,71693.1,0.563709677,26.68517413,1,134.1023792,2,38.1147541,1,38.999569,2,251.9826965,4,71.61885246,2,'1 Adequate','Central City','2000-2009','4 20-49 units','2 2BR','2 Renter','4 200%+ Poverty','2 100-150% Poverty','2 50.1 - 100% FMR','1 LTE 50% FMR','2 30 - 50% AMI','1 LTE 30% AMI','1 Assisted','3 50% or More','West','-5'
79659,976,15470,2,2006,'1',1,430000,-6,'1',1,6,2470.015584,2,334767,'1',2241,1,'1',0,-9,79659,19600,32668,49708,63727.2,22050,36751.5,55921.5,71693.1,0.080330499,525.3125824,7,2163.975436,4,857.4974385,3,160.7661257,7,745.0434344,4,295.2310945,3,'1 Adequate','Central City','2000-2009','1 Single Family','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','West','-5'
60060,1282,12071,3,2003,'1',1,-6,-6,'2',1,6,3661.622781,1,79987,'1',1507,1,'2',80000,0,60060,13025,21697,34702,42042,19351.42857,32235.54286,51557.25714,62462.4,0.226086739,190.2549831,7,662.6377268,4,155.9808892,3,96.50605805,5,499.3786762,4,117.550702,3,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','5 80 - 100% AMI','7 120% AMI +','0 Not Assisted','1 Less than 30%','-5','-5'
66200,765,12005,1,1980,'1',1,-6,-6,'2',10,4,1770.972873,1,18987,'1',563,3,'2',19000,0,66200,13900,23200,37100,46340,14892.85714,24857.14286,39750,49650,0.355822405,40.97324126,2,158.1591004,3,62.04901961,2,45.35750252,2,187.5885048,3,73.59477124,2,'1 Adequate','Central City','1980-1989','3 5-19 units','1 1BR','2 Renter','3 150-200% Poverty','3 150-200% Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 30 - 50% AMI','2 30 - 50% AMI','0 Not Assisted','2 30% to 50%','-5','-5'
66200,1290,13948,3,2004,'1',1,2520000,-6,'1',1,7,2874.192669,2,394835,'1',4251,1,'1',80000,-9,66200,15900,26500,42400,52960,20670,34450,55120,68848,0.129198273,745.5343656,7,2830.764267,4,765.1841085,3,916.8384166,7,4525.558597,4,1223.304095,3,'1 Adequate','Central City','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5','-5'
66200,945,11067,2,2004,'1',1,380000,-6,'1',2,6,2914.85724,1,141250,'1',2563,2,'1',40000,-9,66200,13900,23200,37100,46340,17871.42857,29828.57143,47700,59580,0.217741593,304.8122572,7,1276.316978,4,373.6772487,3,178.3560765,7,960.1929194,4,281.1231492,3,'1 Adequate','Central City','2000-2009','2 2-4 units','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5','-5'
59541,1436,13948,4,1980,'1',1,40000,-6,'1',1,6,2413.832777,2,8387,'1',583,1,'1',0,-9,59541,14627,24354,38963,47632.8,21209.15,35313.3,56496.35,69067.56,0.834148086,17.60761492,1,60.13048466,1,14.60132312,1,36.61574521,2,181.3134628,3,44.02785828,1,'1 Adequate','-5','1980-1989','1 Single Family','4 4BR+','1 Owner','3 150-200% Poverty','1 LTE Poverty','1 LTE 50% FMR','1 LTE 50% FMR','2 30 - 50% AMI','1 LTE 30% AMI','.','3 50% or More','-5','-5'
60060,769,15470,1,2005,'1',1,-6,-6,'2',8,4,2358.16848,2,94974,'1',943,3,'2',95000,0,60060,14883,24790,39658,48048,13952.8125,23240.625,37179.375,45045,0.119148399,197.6648352,7,613.9237233,4,308.7581274,3,83.73848374,5,243.8267615,4,122.626788,3,'1 Adequate','-5','2000-2009','3 5-19 units','1 1BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','5 80 - 100% AMI','7 120% AMI +','0 Not Assisted','1 Less than 30%','-5','-5'
66200,765,18574,1,1980,'1',1,-6,-6,'2',8,3,2835.464462,3,19174,'1',674,3,'2',19200,0,66200,17900,29800,47700,59580,14916.66667,24833.33333,39750,49650,0.421821216,32.18194025,2,103.230322,2,62.66013072,2,54.30010071,3,145.1491332,2,88.10457516,2,'1 Adequate','Central City','1980-1989','3 5-19 units','1 1BR','2 Renter','2 100-150% Poverty','2 100-150% Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','3 50 - 60% AMI','2 30 - 50% AMI','0 Not Assisted','2 30% to 50%','-5','-5'
60060,1282,37969,3,2005,'1',1,100000,-6,'1',1,5,2251.993216,8,-39,'1',1981,1,'1',0,-9,60060,24545,40891,65415,79279.2,19338.48485,32217.15152,51539.09091,62462.4,-1,-0.049193231,1,-0.102715373,1,-0.076053042,1,50.39939412,2,82.91150979,1,61.38976434,2,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','1 Owner','1 LTE Poverty','1 LTE Poverty','2 50.1 - 100% FMR','1 LTE 50% FMR','2 30 - 50% AMI','1 LTE 30% AMI','.','4 No Income','-5','-5'
60060,1474,15517,5,2005,'1',1,150000,-6,'1',1,8,2656.70513,2,177287,'1',2238,1,'1',177000,-9,60060,14883,24790,39658,48048,23812.8,39664,63452.8,76876.8,0.151483188,368.9789377,7,1142.533995,4,300.6902985,3,63.57488874,4,314.9728689,4,82.89406388,2,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','3 GT FMR','4 60 - 80% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
60060,1282,15452,3,2006,'1',1,120000,-6,'1',2,5,1785.460743,2,69452,'1',1242,2,'1',44000,-9,60060,14883,24790,39658,48048,19347.9,32227,51555.4,62462.4,0.214594252,144.5471196,7,449.4693244,4,135.4368175,3,69.73070527,4,281.8759517,4,84.93656796,2,'1 Adequate','-5','2000-2009','2 2-4 units','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','3 GT FMR','4 60 - 80% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
50222,888,12036,3,2004,'1',1,250000,-6,'1',1,9,2924.387854,1,22000,'1',1208,1,'1',10000,-9,50222,11011,18341,29331,35155.4,16359.2,27249.48571,43577.48571,52230.88,0.658909091,62.57929081,3,182.7849784,3,61.93693694,2,134.163949,7,582.2117914,4,197.2832523,3,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','3 150-200% Poverty','3 GT FMR','2 50.1 - 100% FMR','7 120% AMI +','3 50 - 60% AMI','.','3 50% or More','-5','-5'
60060,1528,23462,4,2004,'1',1,170000,-6,'1',1,8,2881.131379,4,100587,'1',667,1,'1',49000,-9,60060,18575,30963,49543,60060,21547,35917.08,57469.88,69669.6,0.079572907,167.4775225,7,428.7230415,4,164.5729712,3,75.56974773,4,224.4017601,4,86.14061021,2,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','3 GT FMR','4 60 - 80% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
56800,730,-6,1,1980,'3',1,-6,1,'-6',8,4,1622.814773,-6,-6,'-6',-6,3,'2',-9,-9,56800,11950,19900,31850,-9,12803.57143,21321.42857,34125,42600,-9,-9,-9,-9,-9,-9,-9,74.74178404,4,-9,-9,109.0410959,3,'-5','Central City','1980-1989','3 5-19 units','1 1BR','2 Renter','.','.','3 GT FMR','.','4 60 - 80% AMI','.','.','.','-5','-5'
60060,1528,23801,4,2007,'1',1,400000,-6,'1',1,8,1699.22713,4,119948,'1',1882,1,'1',120000,-9,60060,18575,30963,49543,60060,21547,35917.08,57469.88,69669.6,0.188281589,199.7136197,7,503.9620184,4,196.25,3,143.8925317,7,421.1980643,4,164.0205355,3,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5','-5'
56800,915,12019,2,1980,'1',1,90000,-6,'1',1,5,3034.190387,1,5000,'1',232,1,'1',0,-9,56800,11950,19900,31850,39760,15364.28571,25585.71429,40950,51120,0.5568,12.57545272,1,41.60079874,1,13.66120219,1,55.02074342,3,234.0178387,4,76.84864491,2,'1 Adequate','-5','1980-1989','1 Single Family','2 2BR','1 Owner','4 200%+ Poverty','1 LTE Poverty','2 50.1 - 100% FMR','1 LTE 50% FMR','3 50 - 60% AMI','1 LTE 30% AMI','.','3 50% or More','-5','-5'
56800,730,12036,1,2009,'1',1,-6,-6,'2',310,4,2056.313314,1,345943,'1',1690,5,'2',341943,0,56800,11950,19900,31850,39760,12803.57143,21321.42857,34125,42600,0.058622374,870.0779678,7,2874.235627,4,1184.736301,3,158.685446,7,561.6483882,4,231.5068493,3,'1 Adequate','Central City','2000-2009','5 50+ units','1 1BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','0 Not Assisted','1 Less than 30%','-5','-5'
59541,1208,13948,3,1990,'1',1,180000,-6,'1',1,6,3948.508519,2,79987,'1',958,1,'1',43000,-9,59541,14627,24354,38963,47632.8,19015.1,31660.2,50651.9,61922.64,0.143723355,167.9242035,7,573.4657299,4,165.5360099,3,87.16231749,5,386.9601956,4,111.69952,3,'1 Adequate','-5','1990-1999','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','5 80 - 100% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
44607,867,24253,3,2007,'1',1,120000,-6,'1',1,6,2097.534398,4,52561,'1',965,1,'1',52600,-9,44607,14899,24828,39727,44607,15494.96,25821.12,41316.08,46391.28,0.220315443,117.8312821,6,216.7195811,4,151.5599769,3,90.52449523,5,173.155783,3,121.0942101,3,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','1 Owner','3 150-200% Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','5 80 - 100% AMI','6 100 - 120% AMI','.','1 Less than 30%','-5','-5'
50723,907,11080,3,1985,'1',1,100000,-6,'1',1,5,2698.328233,1,14200,'1',216,1,'1',0,-9,50723,11092,18470,29536,35506.1,16479.54286,27441.14286,43882.05714,52751.92,0.182535211,39.99312794,2,128.1588448,2,39.14002205,1,55.35470776,3,263.5439635,4,80.48696569,2,'1 Adequate','-5','1980-1989','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','2 100-150% Poverty','2 50.1 - 100% FMR','1 LTE 50% FMR','3 50 - 60% AMI','2 30 - 50% AMI','.','1 Less than 30%','-5','-5'
93795,2245,15470,4,1985,'1',1,550000,-6,'1',1,8,945.7995482,2,169974,'1',1558,1,'1',170000,-9,93795,22531,37551,52506,75036,32669.95,54448.95,76133.7,108802.2,0.109993293,226.5232688,7,1098.733032,4,189.2806236,3,128.0400194,7,900.5194442,4,155.134029,3,'1 Adequate','-5','1980-1989','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5','-5'
42000,572,12019,1,1980,'1',1,-6,-6,'2',8,3,1913.397192,1,86987,'1',720,3,'2',87000,0,42000,10650,17700,28300,29400,11410.71429,18964.28571,30321.42857,31500,0.099325187,295.8741497,7,723.7457359,4,380.1879371,3,91.42857143,4,239.6206007,4,125.8741259,3,'1 Adequate','Central City','1980-1989','3 5-19 units','1 1BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','4 60 - 80% AMI','7 120% AMI +','0 Not Assisted','1 Less than 30%','-5','-5'
50723,907,15470,3,1990,'1',1,160000,-6,'1',1,7,3337.407622,2,59974,'1',858,1,'1',60000,-9,50723,12670,21096,33752,40578.4,16471,27424.8,43877.6,52751.92,0.171674392,147.7978432,7,387.6793794,4,165.30871,3,87.84212438,5,299.5372151,4,127.7243858,3,'1 Adequate','-5','1990-1999','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','5 80 - 100% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
74008,1243,18070,3,2004,'1',1,210000,-6,'1',1,7,271.8434532,3,114961,'1',572,1,'1',115000,-9,74008,20011,33334,53179,66607.2,23123.82222,38519.28889,61451.28889,76968.32,0.059707205,172.5954552,7,636.1981184,4,231.2168142,3,77.67534672,4,330.854507,4,120.2441863,3,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','4 60 - 80% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
73600,1436,28229,4,2004,'1',1,250000,-6,'1',1,9,1098.383851,5,108224,'1',2587,1,'1',107000,-9,73600,23900,39750,63650,79488,25670.37037,42694.44444,68364.81482,85376,0.286849497,136.1513688,7,383.3787949,4,188.4122563,3,85.96679537,5,259.9986228,4,127.7768301,3,'1 Adequate','Central City','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','5 80 - 100% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
73600,966,15517,2,2004,'1',1,-6,-6,'2',1,4,995.3211039,2,31487,'1',1272,1,'2',30000,0,73600,17700,29450,47150,58880,19912.5,33131.25,53043.75,66240,0.484771493,53.4765625,3,202.9193788,4,81.48809524,2,76.8115942,4,327.898434,4,131.6770186,3,'1 Adequate','Central City','2000-2009','1 Single Family','2 2BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','2 50.1 - 100% FMR','4 60 - 80% AMI','3 50 - 60% AMI','0 Not Assisted','2 30% to 50%','-5','-5'
73600,966,12071,2,2004,'1',1,90000,-6,'1',1,6,1218.842108,1,25987,'1',784,1,'1',26000,-9,73600,15500,25800,41250,51520,19928.57143,33171.42857,53035.71429,66240,0.362027167,50.44060559,3,215.2845663,4,67.25414079,2,53.00413251,3,290.8618787,4,90.86422715,2,'1 Adequate','Central City','2000-2009','1 Single Family','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','3 50 - 60% AMI','3 50 - 60% AMI','.','2 30% to 50%','-5','-5'
73600,1436,23500,4,2004,'1',1,230000,-6,'1',1,9,1302.174482,4,104487,'1',1918,1,'1',91000,-9,73600,22100,36800,58900,73600,25636,42688,68324,85376,0.220276207,141.9660326,7,444.6255319,4,181.9063371,3,75.54840976,4,274.4689801,4,112.2914525,3,'1 Adequate','Central City','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','4 60 - 80% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
63429,969,23428,3,2003,'1',1,320000,-6,'1',1,5,890.0974486,4,139974,'1',2105,1,'1',140000,-9,63429,19115,31862,50977,63429,19879.6,33136.48,53016.08,65966.16,0.180462086,220.6782387,7,597.4645723,4,361.130031,3,130.8097177,7,368.3205894,4,222.6268,3,'1 Adequate','Central City','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5','-5'
74008,1445,27539,4,2004,'1',1,150000,-6,'1',1,7,719.7493804,5,30961,'1',2515,1,'1',30500,-9,74008,24031,39971,63805,79928.64,25811.07407,42931.81482,68531.2963,85849.28,0.974774717,38.73580234,2,112.426014,2,53.56574395,2,67.52260869,4,210.4930223,4,100.2900924,3,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','2 100-150% Poverty','3 GT FMR','2 50.1 - 100% FMR','4 60 - 80% AMI','2 30 - 50% AMI','.','3 50% or More','-5','-5'
73600,1436,23931,4,1980,'1',1,600000,-6,'1',1,9,1148.163046,4,395204,'1',3759,1,'1',390443,-9,73600,22100,36800,58900,73600,25636,42688,68324,85376,0.114138521,536.9619565,7,1651.431198,4,688.0292479,3,191.1318094,7,681.8799615,4,284.0889512,3,'1 Adequate','-5','1980-1989','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5','-5'
60060,1528,15470,4,2004,'1',1,80000,-6,'1',1,7,2812.31328,2,67987,'1',539,1,'1',0,-9,60060,14883,24790,39658,48048,21580.35,35945.5,57504.1,69669.6,0.095135835,141.4980853,7,439.476406,4,111.2352749,3,48.04468078,2,216.370633,4,54.76527638,2,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','3 GT FMR','2 30 - 50% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
38500,812,15470,3,1985,'1',1,150000,-6,'1',1,7,1969.957206,2,69987,'1',1605,1,'1',52500,-9,38500,12150,20200,32350,30800,15795,26260,42055,40040,0.275193965,227.2305195,7,452.4046542,4,215.4772168,3,137.4817018,7,355.8349929,4,169.4817531,3,'1 Adequate','Central City','1980-1989','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5','-5'
60060,956,15905,2,2003,'1',1,90000,-6,'1',1,4,2284.127075,2,25800,'1',186,1,'1',0,-9,60060,14883,24790,39658,48048,16743.375,27888.75,44615.25,54054,0.086511628,53.6963037,3,162.2131405,3,67.46861925,2,42.24775972,2,143.5812891,2,59.71915282,2,'1 Adequate','-5','2000-2009','1 Single Family','2 2BR','1 Owner','2 100-150% Poverty','3 150-200% Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 30 - 50% AMI','3 50 - 60% AMI','.','1 Less than 30%','-5','-5'
38500,652,15492,2,2005,'1',1,-6,-6,'2',4,4,1938.669217,2,47974,'1',593,2,'2',48000,0,38500,12150,20200,32350,30800,13668.75,22725,36393.75,34650,0.148330346,155.7597403,7,309.6695068,4,183.9493865,3,68.45598846,3,153.1112832,3,90.95092025,2,'1 Adequate','Central City','2000-2009','2 2-4 units','2 2BR','2 Renter','3 150-200% Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','3 GT FMR','3 50 - 60% AMI','7 120% AMI +','0 Not Assisted','1 Less than 30%','-5','-5'
38500,652,13964,2,2005,'1',1,-6,-6,'2',2,4,2618.435044,2,12987,'1',380,2,'2',0,1,38500,12150,20200,32350,30800,13668.75,22725,36393.75,34650,0.351120351,42.16558442,2,93.00343741,1,49.79677914,1,43.86724387,2,108.851332,2,58.28220859,2,'1 Adequate','Central City','2000-2009','2 2-4 units','2 2BR','2 Renter','2 100-150% Poverty','1 LTE Poverty','2 50.1 - 100% FMR','1 LTE 50% FMR','2 30 - 50% AMI','2 30 - 50% AMI','1 Assisted','2 30% to 50%','-5','-5'
60060,1282,31889,3,2005,'1',1,90000,-6,'1',1,6,2360.168681,6,62961,'1',1819,1,'1',63000,-9,60060,21574,35933,57497,69669.6,19342.2069,32215.7931,51549.03448,62462.4,0.346690809,90.37083606,5,197.437988,3,122.7788612,3,68.34501616,4,133.8704173,2,83.24870782,2,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','1 Owner','2 100-150% Poverty','3 150-200% Poverty','2 50.1 - 100% FMR','3 GT FMR','4 60 - 80% AMI','5 80 - 100% AMI','.','2 30% to 50%','-5','-5'
38500,991,13964,4,2007,'1',1,600000,-6,'1',1,8,2146.869846,2,41974,'1',1775,1,'1',42000,-9,38500,12150,20200,32350,30800,17617.5,29290,46907.5,44660,0.507456997,136.2792208,7,300.5872243,4,105.8879919,3,365.2500976,7,1168.15163,4,411.5052815,3,'1 Adequate','Central City','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','.','3 50% or More','-5','-5'
61329,1214,23500,4,2006,'1',1,-6,-6,'2',1,8,2545.417712,4,61107,'1',1540,1,'2',40300,0,61329,18582,30960,49542,61329,21555.12,35913.6,57468.72,71141.64,0.302420345,99.6380179,5,260.0297872,4,125.8381384,3,86.58782676,5,262.1276596,4,126.8533773,3,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','2 Renter','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','5 80 - 100% AMI','5 80 - 100% AMI','0 Not Assisted','2 30% to 50%','-5','-5'
62066,792,-6,2,2008,'3',1,-6,1,'-6',13,4,1521.427638,-6,-6,'-6',-6,3,'2',-9,-9,62066,13170,21924,35073,-9,16932.85714,28188,45093.85714,55859.4,-9,-9,-9,-9,-9,-9,-9,76.31064184,4,-9,-9,134.5538721,3,'-5','-5','2000-2009','3 5-19 units','2 2BR','2 Renter','.','.','3 GT FMR','.','4 60 - 80% AMI','.','.','.','-5','-5'
55846,949,13964,3,2004,'1',1,390000,-6,'1',1,6,2546.748182,2,62267,'1',301,1,'1',0,-9,55846,13750,22897,36614,44676.8,17875,29766.1,47598.2,58079.84,0.058008255,139.3721126,7,445.9109138,4,164.0331928,3,166.067866,7,690.7186396,4,254.0883847,3,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5','-5'
55846,949,15517,3,2009,'1',1,90000,-6,'1',1,6,1943.875747,2,34974,'1',1488,1,'1',35000,-9,55846,13750,22897,36614,44676.8,17875,29766.1,47598.2,58079.84,0.510550695,78.28224045,4,225.3915061,4,92.13382508,2,56.22709022,3,210.4569442,4,86.02898851,2,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','3 50 - 60% AMI','4 60 - 80% AMI','.','3 50% or More','-5','-5'
64362,751,11080,2,2004,'1',1,130000,-6,'1',1,4,2761.184092,1,30900,'1',1114,1,'1',0,-9,64362,13514,22496,35977,45053.4,17375.14286,28923.42857,46256.14286,57925.8,0.432621359,68.5852788,4,278.8808664,4,102.8628495,3,69.4904041,4,363.2930731,4,133.9975782,3,'1 Adequate','Central City','2000-2009','1 Single Family','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','4 60 - 80% AMI','4 60 - 80% AMI','.','2 30% to 50%','-5','-5'
